,T_source,T_shock,T_start,T_end,cat,T_source*,v_max_omni_body,v_average_omni_body,dst_min_omni_body,bx_average_omni_body,by_average_omni_body,bz_average_omni_body,temperature_omni_body
921,2012-07-12 16:48:00,2012-07-14 18:09:00,2012-07-15 06:00:00,2012-07-17 05:00:00,13,,617.0,489.38,-133.0,6.700000000000002,1.0399999999999996,-10.689999999999998,63277.2
922,,2012-07-21 16:12:00,2012-07-22 11:00:00,2012-07-23 16:00:00,13,,501.0,460.46875,-14.0,1.325,-0.050000000000000044,0.13437500000000002,51942.53125
923,,,2012-07-26 12:00:00,2012-07-28 04:00:00,3,,369.0,346.4418604651163,5.0,-0.13720930232558146,-0.06511627906976725,5.141860465116279,16561.39534883721
924,,,2012-08-16 11:00:00,2012-08-19 06:00:00,3,,505.0,414.62857142857143,-28.0,1.592857142857143,-0.4071428571428569,-0.45999999999999935,31499.414285714287
925,,2012-09-01 06:00:00,2012-09-01 07:00:00,2012-09-03 15:00:00,13,,434.0,324.93220338983053,-78.0,1.272881355932203,5.037288135593223,-3.2474576271186444,30147.525423728814
926,2012-08-31 20:00:00,2012-09-03 12:13:00,2012-09-04 11:00:00,2012-09-05 02:00:00,13,,522.0,444.8333333333333,-49.0,-2.266666666666667,3.116666666666667,1.2611111111111113,70913.22222222222
927,2012-09-02 03:09:00,2012-09-04 22:45:00,2012-09-05 06:00:00,2012-09-05 18:00:00,13,,545.0,507.3333333333333,-68.0,-4.4799999999999995,3.759999999999999,4.913333333333333,63969.8
928,,2012-09-06 02:00:00,2012-09-06 02:00:00,2012-09-06 15:00:00,13,,451.0,427.3125,-35.0,0.2750000000000001,-7.21875,3.5687499999999996,31883.0625
929,2012-09-28 00:12:00,2012-09-30 11:31:00,2012-09-30 14:00:00,2012-09-30 20:00:00,13,,319.0,313.55555555555554,-37.0,1.2777777777777777,2.5888888888888886,-5.155555555555555,26919.666666666668
930,2012-09-28 00:00:00,2012-09-30 23:05:00,2012-10-01 00:00:00,2012-10-02 00:00:00,1,,410.0,369.1111111111111,-133.0,3.996296296296296,7.481481481481482,4.122222222222223,66930.37037037036
931,2012-09-29 09:12:00,2012-10-02 22:00:00,2012-10-02 22:00:00,2012-10-03 06:00:00,13,,340.0,325.6363636363636,-27.0,2.6727272727272724,2.4363636363636365,1.7454545454545454,17165.090909090908
932,,,2012-10-07 10:00:00,2012-10-07 22:00:00,3,,338.0,328.3333333333333,-18.0,-3.3200000000000003,4.953333333333334,1.6666666666666672,17474.4
933,2012-10-05 02:48:00,2012-10-08 05:16:00,2012-10-08 18:00:00,2012-10-09 12:00:00,13,,466.0,395.3809523809524,-111.0,2.2,-0.3619047619047621,-10.033333333333335,22527.333333333332
934,,2012-10-09 15:00:00,2012-10-10 09:00:00,2012-10-11 22:00:00,3,,523.0,475.475,-43.0,3.63,-2.17,-0.8975,66730.15
935,,2012-10-12 19:00:00,2012-10-12 22:00:00,2012-10-13 10:00:00,13,,489.0,475.4,-91.0,-4.52,0.31999999999999995,-6.486666666666666,62886.8
936,2012-10-27 16:24:00,2012-10-31 15:38:00,2012-11-01 00:00:00,2012-11-02 03:00:00,13,,373.0,343.73333333333335,-74.0,2.256666666666667,0.19333333333333355,-4.583333333333332,23968.733333333334
937,,2012-11-09 03:00:00,2012-11-09 03:00:00,2012-11-09 15:00:00,1,,384.0,366.6666666666667,0.0,0.6866666666666668,-1.48,-0.45333333333333337,20070.533333333333
938,,2012-11-12 15:00:00,2012-11-13 06:00:00,2012-11-14 01:00:00,3,,454.0,390.22727272727275,-71.0,-3.5454545454545467,12.036363636363633,1.209090909090909,63793.63636363636
939,2012-11-09 15:12:00,2012-11-12 23:11:00,2012-11-13 08:00:00,2012-11-14 03:00:00,1,,454.0,386.1818181818182,-94.0,-3.6590909090909105,12.895454545454545,-0.3136363636363637,67795.90909090909
940,,2012-11-14 02:00:00,2012-11-14 22:00:00,2012-11-15 09:00:00,3,,482.0,460.0,-42.0,2.9499999999999997,0.4214285714285716,0.664285714285714,67989.0
941,,,2012-11-16 09:00:00,2012-11-17 08:00:00,3,,452.0,408.7307692307692,-26.0,0.5692307692307693,-1.9692307692307691,-1.1500000000000001,36575.192307692305
942,2012-11-21 16:00:00,2012-11-23 21:52:00,2012-11-24 12:00:00,2012-11-25 10:00:00,13,,409.0,382.36,-27.0,-1.876,-8.396,4.5520000000000005,51415.24
943,2012-11-23 13:36:00,2012-11-26 05:12:00,2012-11-26 12:00:00,2012-11-28 05:00:00,13,,518.0,445.02272727272725,-7.0,3.284090909090909,-2.195454545454545,-0.018181818181818243,43879.295454545456
944,,2012-11-28 18:00:00,2012-11-28 18:00:00,2012-11-29 14:00:00,1,,371.0,358.0,-3.0,1.9782608695652177,-2.095652173913044,-0.9260869565217391,18680.130434782608
945,,,2012-12-02 09:00:00,2012-12-02 20:00:00,3,,340.0,328.57142857142856,-20.0,4.492857142857143,6.771428571428571,1.8000000000000003,16825.64285714286
946,,,2012-12-04 11:00:00,2012-12-05 18:00:00,3,,453.0,389.11764705882354,-10.0,-0.08235294117647048,-1.7235294117647055,0.5441176470588236,51823.05882352941
947,,2012-12-14 02:00:00,2012-12-14 07:00:00,2012-12-14 17:00:00,13,,328.0,323.3076923076923,-3.0,-2.1692307692307695,4.63076923076923,3.1230769230769226,21887.076923076922
948,,,2012-12-23 08:00:00,2012-12-23 17:00:00,3,,330.0,324.3333333333333,-8.0,-1.2333333333333332,-0.6916666666666668,-1.9666666666666668,15507.416666666666
949,,2012-12-30 06:00:00,2012-12-30 20:00:00,2012-12-31 05:00:00,3,,473.0,456.25,-11.0,3.5749999999999997,-2.2583333333333333,0.14166666666666664,63561.083333333336
950,,,2013-01-02 05:00:00,2013-01-02 15:00:00,3,,315.0,309.46153846153845,-4.0,0.20769230769230773,1.7307692307692304,-1.6923076923076925,18687.53846153846
951,2013-01-13 07:24:00,2013-01-17 16:00:00,2013-01-17 16:00:00,2013-01-18 12:00:00,1,,455.0,391.3478260869565,-53.0,-1.2565217391304349,-6.88695652173913,1.5086956521739128,40526.86956521739
952,,2013-01-17 00:00:00,2013-01-17 17:00:00,2013-01-18 08:00:00,3,,402.0,383.22222222222223,-53.0,-0.5277777777777778,-7.922222222222222,0.08888888888888877,41161.61111111111
953,,2013-01-18 12:37:00,2013-01-19 00:00:00,2013-01-19 17:00:00,13,,453.0,428.35,-26.0,-3.475,-4.4408920985006264e-17,0.9800000000000001,28921.95
954,,2013-02-13 17:00:00,2013-02-14 08:00:00,2013-02-16 14:00:00,13,,407.0,363.5964912280702,-36.0,-2.0228070175438595,1.6315789473684212,-1.1842105263157892,21434.333333333332
955,,2013-02-16 12:09:00,2013-02-17 10:00:00,2013-02-17 19:00:00,13,,365.0,356.1666666666667,-39.0,0.625,-1.5666666666666664,-4.7250000000000005,28996.833333333332
956,2013-03-15 07:12:00,2013-03-17 05:59:00,2013-03-17 15:00:00,2013-03-19 16:00:00,123,,674.0,529.6923076923077,-132.0,4.223076923076924,-0.6480769230769231,4.209615384615385,45606.980769230766
957,,2013-03-20 17:00:00,2013-03-20 18:00:00,2013-03-20 22:00:00,1,,601.0,541.5714285714286,-43.0,0.2714285714285714,-1.8142857142857143,0.08571428571428585,110934.42857142857
958,,2013-03-25 05:00:00,2013-03-25 12:00:00,2013-03-25 19:00:00,3,,387.0,377.7,-6.0,-0.33,3.91,2.05,44616.3
959,2013-04-11 07:24:00,2013-04-13 22:54:00,2013-04-14 17:00:00,2013-04-15 23:00:00,123,,466.0,414.8181818181818,-7.0,2.684848484848484,1.2242424242424241,6.927272727272728,16119.818181818182
960,,,2013-04-16 15:00:00,2013-04-17 06:00:00,3,,379.0,354.0,-16.0,-1.566666666666667,1.2111111111111112,-2.6500000000000004,22977.11111111111
961,,2013-04-30 09:49:00,2013-04-30 12:00:00,2013-05-01 07:00:00,13,,426.0,394.1818181818182,-48.0,4.486363636363635,-6.1909090909090905,0.9818181818181816,43124.954545454544
962,,2013-05-01 09:00:00,2013-05-01 11:00:00,2013-05-01 18:00:00,1,,456.0,430.4,-67.0,3.8299999999999996,-5.430000000000001,-5.5,153248.2
963,,,2013-05-09 14:00:00,2013-05-10 01:00:00,3,,485.0,467.57142857142856,1.0,-0.7214285714285713,2.964285714285714,0.31428571428571433,57179.71428571428
964,,2013-05-15 03:00:00,2013-05-15 16:00:00,2013-05-17 05:00:00,3,,440.0,399.05,-32.0,0.9775000000000004,2.67,-0.08749999999999987,27263.675
965,,2013-05-17 06:00:00,2013-05-17 15:00:00,2013-05-18 00:00:00,3,,427.0,393.5,-15.0,1.0666666666666667,-5.091666666666668,-0.8416666666666668,37514.416666666664
966,,2013-05-18 01:00:00,2013-05-19 01:00:00,2013-05-19 14:00:00,3,,409.0,378.125,-47.0,0.85625,-1.33125,-3.1250000000000004,58395.6875
967,2013-05-17 09:24:00,2013-05-19 22:20:00,,,2,,422.0,391.8181818181818,-30.0,-4.263636363636362,-0.5045454545454545,1.4181818181818182,87247.59090909091
968,,2013-05-25 20:00:00,2013-05-25 23:00:00,2013-05-26 22:00:00,1,,757.0,667.5,-48.0,3.7230769230769223,-2.292307692307692,-0.16153846153846166,48914.0
969,2013-05-22 13:24:00,2013-05-24 17:35:00,2013-05-25 23:00:00,2013-05-26 23:00:00,23,,757.0,665.5185185185185,-48.0,3.751851851851851,-2.259259259259259,-0.15185185185185196,53099.03703703704
970,,2013-06-06 02:55:00,2013-06-06 14:00:00,2013-06-08 00:00:00,13,,487.0,429.43243243243245,-73.0,-2.87027027027027,2.3945945945945954,-2.732432432432433,36951.27027027027
971,,2013-06-08 06:00:00,2013-06-08 10:00:00,2013-06-08 20:00:00,13,,457.0,433.53846153846155,-15.0,-2.753846153846154,0.8923076923076925,0.41538461538461535,23636.153846153848
972,2013-06-21 03:24:00,2013-06-23 03:45:00,,,2,,697.0,621.8636363636364,-33.0,0.20454545454545456,-4.036363636363636,-0.07272727272727274,246610.27272727274
973,2013-06-23 22:36:00,2013-06-27 14:38:00,2013-06-28 02:00:00,2013-06-29 12:00:00,13,,431.0,394.02702702702703,-98.0,0.7702702702702701,-2.1702702702702705,-6.100000000000001,30606.027027027027
974,2013-06-28 01:54:00,2013-06-30 10:40:00,,,2,,560.0,528.8181818181819,-38.0,-1.9227272727272728,2.0363636363636357,-1.1318181818181818,124694.68181818182
975,2013-07-01 20:24:00,2013-07-05 01:00:00,2013-07-05 01:00:00,2013-07-07 16:00:00,1,,369.0,339.0,-79.0,1.1242424242424243,0.08484848484848519,-3.1439393939393945,28014.833333333332
976,,2013-07-04 17:00:00,2013-07-05 03:00:00,2013-07-07 12:00:00,3,,369.0,340.6666666666667,-79.0,1.261666666666667,0.31999999999999956,-3.621666666666667,28247.15
977,,,2013-07-10 20:00:00,2013-07-11 02:00:00,3,,479.0,454.0,-47.0,5.411111111111111,4.077777777777778,-4.988888888888889,28565.333333333332
978,2013-07-09 15:09:00,2013-07-13 01:00:00,,,2,,500.0,449.0869565217391,-19.0,1.1086956521739129,-7.38695652173913,4.456521739130435,53491.260869565216
979,2013-07-09 15:12:00,2013-07-12 17:14:00,2013-07-13 05:00:00,2013-07-15 00:00:00,13,,473.0,409.19565217391306,-72.0,1.8239130434782609,-6.263043478260869,-2.723913043478261,24396.043478260868
980,,,2013-07-31 10:00:00,2013-08-01 11:00:00,3,,400.0,364.17857142857144,-5.0,-3.0357142857142856,2.1571428571428566,-0.9142857142857144,20790.25
981,2013-08-17 19:24:00,2013-08-20 22:27:00,2013-08-21 08:00:00,2013-08-21 14:00:00,12,,465.0,455.8888888888889,-15.0,-3.3444444444444454,0.08888888888888886,-2.0,72043.55555555556
982,2013-08-20 08:12:00,2013-08-22 19:26:00,2013-08-23 20:00:00,2013-08-25 03:00:00,123,,521.0,472.38235294117646,-19.0,-1.5823529411764705,4.676470588235294,1.658823529411765,47895.32352941176
983,2013-08-21 05:12:00,2013-08-24 00:03:00,2013-08-25 03:00:00,2013-08-26 03:00:00,12,,439.0,401.22222222222223,-23.0,1.9185185185185185,2.0814814814814815,-1.9444444444444446,15217.0
984,2013-08-30 02:48:00,2013-09-02 01:30:00,,,2,,498.0,429.77272727272725,-24.0,-2.245454545454545,1.340909090909091,-0.7863636363636364,85058.86363636363
985,2013-09-29 21:45:00,2013-10-02 01:54:00,2013-10-02 23:00:00,2013-10-03 22:00:00,123,,579.0,473.11538461538464,-51.0,4.253846153846153,-0.7153846153846154,2.7,33508.846153846156
986,2013-10-06 14:43:00,2013-10-08 20:20:00,2013-10-09 09:00:00,2013-10-11 00:00:00,13,,590.0,483.8333333333333,-40.0,-3.6071428571428585,3.8309523809523833,1.6,28789.47619047619
987,,,2013-10-24 03:00:00,2013-10-24 13:00:00,3,,358.0,343.38461538461536,0.0,-0.5923076923076924,-3.8615384615384625,3.369230769230769,17606.615384615383
988,,,2013-10-25 21:00:00,2013-10-26 23:00:00,3,,322.0,297.3448275862069,1.0,-1.662068965517241,-2.286206896551724,-1.1275862068965519,12044.620689655172
989,2013-10-24 01:48:00,2013-10-28 04:40:00,,,2,,304.0,283.3636363636364,9.0,-0.21818181818181817,-2.977272727272727,1.8090909090909089,14949.5
990,2013-10-25 15:12:00,2013-10-29 07:10:00,,,2,,339.0,319.90909090909093,-1.0,-3.8545454545454545,0.209090909090909,0.9,54844.0
991,,2013-11-08 22:00:00,2013-11-08 22:00:00,2013-11-09 07:00:00,13,,466.0,417.25,-81.0,4.45,-1.3166666666666669,-4.0249999999999995,87636.83333333333
992,2013-11-07 15:12:00,2013-11-11 17:00:00,2013-11-11 17:00:00,2013-11-12 03:00:00,13,,535.0,475.15384615384613,-37.0,-3.1076923076923078,-2.846153846153846,0.8692307692307693,41212.61538461538
993,,2013-11-30 20:00:00,2013-12-01 11:00:00,2013-12-02 23:00:00,13,,507.0,438.94871794871796,-12.0,-5.984615384615385,1.151282051282051,3.8999999999999986,30285.76923076923
994,2013-12-04 23:12:00,2013-12-08 00:00:00,,,2,,639.0,552.0,-66.0,-2.534782608695652,1.9565217391304348,-1.8739130434782603,302044.52173913043
995,2013-12-12 03:54:00,2013-12-14 14:00:00,,,2,,600.0,516.4347826086956,-37.0,0.5826086956521741,-3.8304347826086946,1.2434782608695654,205814.39130434784
996,,2013-12-13 09:00:00,2013-12-14 17:00:00,2013-12-16 04:00:00,3,,600.0,502.55263157894734,-37.0,-0.6868421052631578,-0.19473684210526312,1.6973684210526319,127654.31578947368
997,2013-12-12 03:36:00,2013-12-15 13:00:00,2013-12-15 16:00:00,2013-12-16 05:00:00,1,,492.0,465.4375,-21.0,-1.5000000000000002,5.01875,0.8750000000000001,33663.625
998,,2013-12-24 21:00:00,2013-12-25 05:00:00,2013-12-25 17:00:00,13,,324.0,302.6,-35.0,3.24,3.2199999999999998,-4.206666666666667,19238.0
999,2014-01-04 21:25:00,2014-01-07 14:26:00,,,2,,405.0,362.6818181818182,-17.0,-3.859090909090909,1.4727272727272729,-1.763636363636364,62035.09090909091
1000,2014-01-07 18:24:00,2014-01-09 19:32:00,,,2,,436.0,405.54545454545456,-11.0,-1.9136363636363638,3.4136363636363636,1.3409090909090908,158376.77272727274
1001,2014-01-14 10:24:00,2014-01-18 18:07:00,,,2,,334.0,310.8181818181818,-1.0,-1.2954545454545456,1.468181818181818,0.23636363636363636,20005.68181818182
1002,2014-01-30 16:24:00,2014-02-02 23:18:00,,,2,,429.0,380.40909090909093,-4.0,3.936363636363637,-3.245454545454545,1.0909090909090908,98311.0
1003,,2014-02-05 14:00:00,2014-02-06 03:00:00,2014-02-07 17:00:00,13,,428.0,370.7073170731707,-29.0,-4.217073170731709,3.65609756097561,-2.119512195121951,21831.90243902439
1004,2014-02-04 00:36:00,2014-02-07 17:05:00,2014-02-08 01:00:00,2014-02-09 12:00:00,123,,459.0,421.7105263157895,-36.0,-0.9552631578947374,-1.2210526315789476,-1.107894736842105,37282.13157894737
1005,,2014-02-10 18:00:00,2014-02-11 12:00:00,2014-02-13 10:00:00,13,,463.0,424.6326530612245,-20.0,0.6387755102040816,-3.179591836734693,2.3734693877551027,27992.897959183672
1006,2014-02-12 06:12:00,2014-02-15 13:16:00,2014-02-16 05:00:00,2014-02-16 16:00:00,123,,405.0,379.7857142857143,-22.0,-0.7071428571428572,-1.171428571428572,3.685714285714286,49138.07142857143
1007,,2014-02-17 03:00:00,2014-02-17 03:00:00,2014-02-17 16:00:00,1,,415.0,391.5,-24.0,3.1312499999999996,-1.29375,1.7687500000000003,30615.75
1008,,2014-02-18 06:40:00,2014-02-18 15:00:00,2014-02-19 07:00:00,13,,474.0,416.89473684210526,-116.0,3.236842105263158,-2.2947368421052627,-6.415789473684211,28560.947368421053
1009,,2014-02-19 03:48:00,2014-02-19 12:00:00,2014-02-20 03:00:00,13,,690.0,526.6666666666666,-73.0,-5.016666666666666,0.7222222222222222,0.6666666666666667,93527.33333333333
1010,2014-02-18 01:36:00,2014-02-20 03:18:00,2014-02-21 02:00:00,2014-02-22 12:00:00,123,,555.0,484.72972972972974,-60.0,3.7972972972972965,0.8756756756756756,-3.175675675675676,28618.972972972973
1011,2014-02-19 16:00:00,2014-02-23 06:00:00,,,2,,528.0,476.0,-51.0,-1.643478260869565,3.7739130434782613,-0.09565217391304356,96880.34782608696
1012,2014-02-25 01:25:00,2014-02-27 16:10:00,,,2,,483.0,443.95454545454544,-94.0,5.5227272727272725,-6.04090909090909,0.95,135892.22727272726
1013,,,2014-03-21 17:00:00,2014-03-21 23:00:00,3,,366.0,348.6666666666667,-7.0,1.7666666666666666,-1.822222222222222,3.855555555555556,38736.333333333336
1014,2014-03-23 04:09:00,2014-03-25 19:25:00,,,2,,516.0,442.72727272727275,-18.0,-0.1727272727272728,2.4,1.8272727272727274,145171.77272727274
1015,,,2014-03-30 05:00:00,2014-03-30 11:00:00,3,,455.0,444.1111111111111,0.0,2.8888888888888884,-0.23333333333333328,1.1333333333333333,32970.333333333336
1016,2014-04-02 13:48:00,2014-04-05 10:00:00,2014-04-05 22:00:00,2014-04-07 05:00:00,123,"2014-04-01T17:00:00, 2014-04-01T17:00:00",447.0,376.6470588235294,-9.0,10.723529411764707,3.0941176470588228,-0.24705882352941178,39752.970588235294
1017,,2014-04-11 06:00:00,2014-04-11 06:00:00,2014-04-12 20:00:00,13,,387.0,352.3170731707317,-81.0,-0.9902439024390246,-2.458536585365853,-3.5585365853658546,25540.463414634145
1018,,2014-04-18 19:00:00,2014-04-18 19:00:00,2014-04-20 00:00:00,13,,532.0,498.40625,-14.0,-3.4,5.265624999999999,-0.06250000000000029,50184.40625
1019,,2014-04-19 18:36:00,2014-04-20 01:00:00,2014-04-20 12:00:00,1,,678.0,542.8571428571429,-6.0,-2.0214285714285714,1.0000000000000002,3.9214285714285713,116216.07142857143
1020,2014-04-18 13:25:00,2014-04-20 10:56:00,2014-04-21 07:00:00,2014-04-22 09:00:00,123,,620.0,548.1379310344828,-25.0,0.5344827586206895,0.8103448275862067,1.3827586206896554,25704.41379310345
1021,,2014-04-29 20:00:00,2014-04-29 20:00:00,2014-04-30 21:00:00,13,,309.0,302.32142857142856,-64.0,-0.1035714285714286,0.09642857142857135,-6.028571428571428,21749.14285714286
1022,,,2014-05-07 12:00:00,2014-05-08 03:00:00,3,,346.0,335.5,-17.0,0.8055555555555555,2.1333333333333333,-3.6888888888888878,15552.611111111111
1023,,2014-05-30 08:00:00,2014-05-30 14:00:00,2014-05-30 23:00:00,3,,358.0,352.3333333333333,-29.0,0.3,6.366666666666666,-0.47500000000000014,21363.25
1024,2014-06-04 15:24:00,2014-06-07 16:52:00,2014-06-08 20:00:00,2014-06-10 17:00:00,123,,616.0,487.4166666666667,-38.0,1.0354166666666669,1.5645833333333332,0.23958333333333337,32309.5
1025,2014-06-12 22:12:00,2014-06-17 05:40:00,,,2,,461.0,384.59090909090907,-26.0,0.6545454545454547,-0.036363636363636154,0.10909090909090922,130288.22727272728
1026,,2014-06-18 17:00:00,2014-06-19 11:00:00,2014-06-20 12:00:00,3,,458.0,431.25,-16.0,1.4749999999999999,-2.639285714285714,-1.1,49723.892857142855
1027,,,2014-06-22 20:00:00,2014-06-23 22:00:00,3,,396.0,356.8965517241379,-14.0,2.006896551724138,-0.8172413793103447,-0.39655172413793094,12242.275862068966
1028,2014-06-19 19:24:00,2014-06-23 22:00:00,,,2,,361.0,333.3478260869565,-5.0,2.0521739130434784,-0.717391304347826,-1.3086956521739135,33662.739130434784
1029,2014-06-25 12:54:00,2014-06-29 18:00:00,,,2,,368.0,347.7826086956522,-7.0,-0.926086956521739,3.4173913043478263,1.9434782608695655,49074.565217391304
1030,,,2014-07-13 12:00:00,2014-07-13 20:00:00,3,,358.0,351.6363636363636,-8.0,-2.8454545454545457,7.109090909090909,4.0636363636363635,18456.909090909092
1031,2014-08-15 18:12:00,2014-08-19 06:57:00,2014-08-19 16:00:00,2014-08-21 05:00:00,123,,419.0,362.225,-32.0,2.7449999999999997,-0.1250000000000003,6.145,40823.125
1032,2014-08-22 06:28:00,2014-08-27 00:00:00,2014-08-27 03:00:00,2014-08-27 21:00:00,23,,324.0,304.7142857142857,-80.0,-2.833333333333333,3.4571428571428577,-8.333333333333334,60999.19047619047
1033,2014-09-02 16:00:00,2014-09-06 04:33:00,2014-09-06 19:00:00,2014-09-07 09:00:00,23,,412.0,380.3529411764706,-12.0,-3.029411764705882,-2.294117647058824,-1.7352941176470589,46470.35294117647
1034,2014-09-10 18:00:00,2014-09-12 15:53:00,2014-09-12 22:00:00,2014-09-14 02:00:00,12,,730.0,627.8387096774194,-75.0,12.990322580645165,-9.022580645161291,9.280645161290325,74771.12903225806
1035,2014-09-09 00:16:00,2014-09-11 22:56:00,2014-09-12 23:00:00,2014-09-14 01:00:00,23,,730.0,630.0344827586207,-75.0,13.834482758620693,-9.70689655172414,10.13793103448276,47581.10344827586
1036,2014-09-12 19:24:00,2014-09-17 02:00:00,2014-09-17 02:00:00,2014-09-18 20:00:00,13,,393.0,375.0888888888889,-8.0,0.5133333333333332,-4.688888888888887,2.0933333333333324,25899.466666666667
1037,,2014-11-01 06:00:00,2014-11-02 00:00:00,2014-11-02 07:00:00,3,,495.0,478.6,-7.0,-1.95,-2.94,3.25,75629.3
1038,2014-11-07 18:08:00,2014-11-10 02:20:00,2014-11-11 07:00:00,2014-11-11 20:00:00,12,,509.0,473.0,-31.0,4.893750000000001,-6.11875,1.4,102146.1875
1039,,2014-12-06 01:00:00,2014-12-06 22:00:00,2014-12-07 04:00:00,3,,711.0,672.7777777777778,-8.0,5.033333333333333,-2.1777777777777776,0.43333333333333335,162514.44444444444
1040,2014-12-17 05:00:00,2014-12-21 04:13:00,,,2,,429.0,375.5,-29.0,-1.4681818181818185,7.481818181818181,-3.9,54572.22727272727
1041,2014-12-17 05:00:00,2014-12-21 19:11:00,2014-12-22 04:00:00,2014-12-22 17:00:00,123,,477.0,399.875,-51.0,-3.4062500000000004,10.018749999999997,7.975,28543.375
1042,2014-12-20 00:48:00,2014-12-22 14:28:00,,,2,,477.0,382.90909090909093,-12.0,5.777272727272727,-3.040909090909091,12.690909090909093,105083.22727272728
1043,,2015-01-02 07:17:00,2015-01-02 15:00:00,2015-01-02 22:00:00,1,,423.0,397.4,-42.0,5.119999999999999,-2.2000000000000006,-3.0199999999999996,57750.4
1044,,2015-01-02 21:00:00,2015-01-03 13:00:00,2015-01-04 19:00:00,3,,464.0,427.42424242424244,-62.0,3.90909090909091,-0.5969696969696968,-2.0303030303030303,51782.666666666664
1045,,2015-01-03 14:00:00,2015-01-03 14:00:00,2015-01-04 16:00:00,1,,464.0,429.82758620689657,-62.0,4.296551724137933,-0.5620689655172412,-1.5586206896551724,47372.724137931036
1046,2015-01-03 03:12:00,2015-01-07 06:16:00,2015-01-07 07:00:00,2015-01-07 20:00:00,13,,475.0,449.8125,-99.0,5.35,8.2375,2.1875000000000004,35376.0
1047,,2015-02-27 23:00:00,2015-03-01 07:00:00,2015-03-02 01:00:00,3,,564.0,510.14285714285717,-46.0,6.266666666666667,-3.752380952380953,0.02857142857142851,151018.47619047618
1048,,2015-03-02 02:00:00,2015-03-02 15:00:00,2015-03-03 18:00:00,3,,638.0,535.0,-39.0,0.9533333333333334,-1.9933333333333332,0.10333333333333332,116475.93333333333
1049,,2015-03-16 14:00:00,2015-03-16 14:00:00,2015-03-16 23:00:00,1,,430.0,412.6666666666667,15.0,-5.966666666666668,2.1999999999999997,6.841666666666666,42214.5
1050,2015-03-15 02:36:00,2015-03-17 04:45:00,2015-03-17 13:00:00,2015-03-18 05:00:00,123,,606.0,570.3157894736842,-223.0,-2.705263157894737,-3.1578947368421053,-8.778947368421052,133002.0
1051,,2015-03-21 20:54:00,2015-03-22 02:00:00,2015-03-22 20:00:00,13,,706.0,639.9047619047619,-43.0,3.1714285714285717,2.166666666666667,0.4238095238095238,98289.52380952382
1052,,2015-03-28 00:00:00,2015-03-28 11:00:00,2015-03-29 11:00:00,13,,424.0,397.55555555555554,-35.0,-2.7148148148148152,-8.522222222222222,4.885185185185185,21570.25925925926
1053,,2015-03-29 15:00:00,2015-03-29 19:00:00,2015-03-30 12:00:00,1,,382.0,355.4,-28.0,2.6050000000000004,-4.944999999999999,1.875,36758.2
1054,,2015-03-31 08:32:00,2015-03-31 18:00:00,2015-04-01 10:00:00,13,,423.0,398.2631578947368,-1.0,1.9842105263157896,8.831578947368422,4.605263157894737,43440.84210526316
1055,2015-04-04 23:36:00,2015-04-09 01:10:00,,,2,,385.0,362.40909090909093,-7.0,-2.0318181818181817,5.695454545454546,-1.3545454545454545,56033.72727272727
1056,2015-04-05 23:48:00,2015-04-09 10:11:00,2015-04-09 11:00:00,2015-04-09 22:00:00,13,,385.0,375.5,1.0,-1.1928571428571428,8.492857142857142,-1.135714285714286,52212.71428571428
1057,2015-04-06 20:36:00,2015-04-10 00:00:00,2015-04-10 13:00:00,2015-04-11 09:00:00,12,,403.0,376.2173913043478,-75.0,-3.71304347826087,7.291304347826087,-5.786956521739131,25390.391304347828
1058,2015-05-02 21:36:00,2015-05-06 01:41:00,2015-05-06 12:00:00,2015-05-07 21:00:00,123,,461.0,422.8333333333333,-28.0,-2.980555555555556,4.213888888888891,4.202777777777778,34284.63888888889
1059,2015-05-02 09:48:00,2015-05-07 21:00:00,2015-05-07 21:00:00,2015-05-09 04:00:00,13,,414.0,384.20588235294116,-8.0,4.023529411764706,-2.885294117647059,0.2764705882352941,14517.441176470587
1060,,2015-05-10 12:00:00,2015-05-10 12:00:00,2015-05-11 02:00:00,1,,386.0,362.8235294117647,-47.0,-4.294117647058824,5.088235294117647,-4.294117647058823,57376.58823529412
1061,2015-05-06 17:00:00,2015-05-10 00:00:00,2015-05-10 18:00:00,2015-05-11 02:00:00,23,,363.0,354.0,-47.0,-4.763636363636364,5.281818181818182,-7.20909090909091,45094.818181818184
1062,,2015-05-18 19:00:00,2015-05-18 20:00:00,2015-05-19 02:00:00,1,,480.0,452.3333333333333,-44.0,-1.966666666666667,10.277777777777779,-4.188888888888889,79062.55555555556
1063,,,2015-06-12 01:00:00,2015-06-12 11:00:00,3,,503.0,481.84615384615387,-24.0,-2.8076923076923075,-0.7999999999999999,-0.7615384615384616,40250.38461538462
1064,2015-06-09 20:00:00,2015-06-12 12:19:00,2015-06-13 03:00:00,2015-06-13 23:00:00,23,,503.0,482.0,-21.0,-1.6130434782608694,2.6260869565217386,-0.8739130434782608,74337.78260869565
1065,,2015-06-14 06:00:00,2015-06-14 22:00:00,2015-06-15 23:00:00,3,,599.0,560.7857142857143,-34.0,-2.6964285714285707,1.4071428571428573,-0.8142857142857142,102356.82142857143
1066,2015-06-19 06:42:00,2015-06-22 04:51:00,,,2,,714.0,497.90909090909093,-131.0,-5.4363636363636365,5.068181818181819,0.5363636363636363,429753.0909090909
